# board=.../stepper-tester.top.isolate.gcode
# tool size=0.200000
# pass=1
14.55010, 2.94000,15.92980, 2.94000
15.92980, 2.94000,16.00320, 2.97040
16.00320, 2.97040,16.05950, 3.02670
16.05950, 3.02670,16.08990, 3.10010
16.08990, 3.10010,16.08990, 3.87980
16.08990, 3.87980,16.05950, 3.95320
16.05950, 3.95320,16.00320, 4.00950
16.00320, 4.00950,15.92980, 4.03990
15.92980, 4.03990,15.64310, 4.03990
15.64310, 4.03990,15.64310, 4.71380
15.64310, 4.71380,15.69560, 4.73550
15.69560, 4.73550,15.85320, 4.84070
15.85320, 4.84070,15.98720, 4.97470
15.98720, 4.97470,16.09240, 5.13230
16.09240, 5.13230,16.16490, 5.30730
16.16490, 5.30730,16.20190, 5.49320
16.20190, 5.49320,16.20190, 7.20670
16.20190, 7.20670,16.16490, 7.39260
16.16490, 7.39260,16.09240, 7.56760
16.09240, 7.56760,15.98720, 7.72520
15.98720, 7.72520,15.85320, 7.85920
15.85320, 7.85920,15.69560, 7.96440
15.69560, 7.96440,15.52060, 8.03690
15.52060, 8.03690,15.33470, 8.07390
15.33470, 8.07390,15.14520, 8.07390
15.14520, 8.07390,14.95930, 8.03690
14.95930, 8.03690,14.78430, 7.96440
14.78430, 7.96440,14.62670, 7.85920
14.62670, 7.85920,14.49270, 7.72520
14.49270, 7.72520,14.38750, 7.56760
14.38750, 7.56760,14.31500, 7.39260
14.31500, 7.39260,14.27800, 7.20670
14.27800, 7.20670,14.27800, 5.49320
14.27800, 5.49320,14.31500, 5.30730
14.31500, 5.30730,14.38750, 5.13230
14.38750, 5.13230,14.49270, 4.97470
14.49270, 4.97470,14.62670, 4.84070
14.62670, 4.84070,14.78430, 4.73550
14.78430, 4.73550,14.83680, 4.71380
14.83680, 4.71380,14.83680, 4.03990
14.83680, 4.03990,14.55010, 4.03990
14.55010, 4.03990,14.47670, 4.00950
14.47670, 4.00950,14.42040, 3.95320
14.42040, 3.95320,14.39000, 3.87980
14.39000, 3.87980,14.39000, 3.10010
14.39000, 3.10010,14.42040, 3.02670
14.42040, 3.02670,14.47670, 2.97040
14.47670, 2.97040,14.55010, 2.94000
 9.47010, 1.04000,10.84980, 1.04000
10.84980, 1.04000,10.92320, 1.07040
10.92320, 1.07040,10.97950, 1.12670
10.97950, 1.12670,11.00990, 1.20010
11.00990, 1.20010,11.00990, 1.97980
11.00990, 1.97980,10.97950, 2.05320
10.97950, 2.05320,10.92320, 2.10950
10.92320, 2.10950,10.84980, 2.13990
10.84980, 2.13990, 9.47010, 2.13990
 9.47010, 2.13990, 9.39670, 2.10950
 9.39670, 2.10950, 9.34040, 2.05320
 9.34040, 2.05320, 9.31550, 1.99310
 9.31550, 1.99310, 8.46430, 1.99310
 8.46430, 1.99310, 8.43950, 2.05320
 8.43950, 2.05320, 8.38320, 2.10950
 8.38320, 2.10950, 8.30980, 2.13990
 8.30980, 2.13990, 6.93010, 2.13990
 6.93010, 2.13990, 6.85670, 2.10950
 6.85670, 2.10950, 6.80040, 2.05320
 6.80040, 2.05320, 6.77000, 1.97980
 6.77000, 1.97980, 6.77000, 1.20010
 6.77000, 1.20010, 6.80040, 1.12670
 6.80040, 1.12670, 6.85670, 1.07040
 6.85670, 1.07040, 6.93010, 1.04000
 6.93010, 1.04000, 8.30980, 1.04000
 8.30980, 1.04000, 8.38320, 1.07040
 8.38320, 1.07040, 8.43950, 1.12670
 8.43950, 1.12670, 8.46430, 1.18680
 8.46430, 1.18680, 9.31550, 1.18680
 9.31550, 1.18680, 9.34040, 1.12670
 9.34040, 1.12670, 9.39670, 1.07040
 9.39670, 1.07040, 9.47010, 1.04000
 9.47010, 2.94000,10.84980, 2.94000
10.84980, 2.94000,10.92320, 2.97040
10.92320, 2.97040,10.97950, 3.02670
10.97950, 3.02670,11.00990, 3.10010
11.00990, 3.10010,11.00990, 3.87980
11.00990, 3.87980,10.97950, 3.95320
10.97950, 3.95320,10.92320, 4.00950
10.92320, 4.00950,10.84980, 4.03990
10.84980, 4.03990,10.56310, 4.03990
10.56310, 4.03990,10.56310, 4.71380
10.56310, 4.71380,10.61560, 4.73550
10.61560, 4.73550,10.77320, 4.84070
10.77320, 4.84070,10.90720, 4.97470
10.90720, 4.97470,11.01240, 5.13230
11.01240, 5.13230,11.08490, 5.30730
11.08490, 5.30730,11.12190, 5.49320
11.12190, 5.49320,11.12190, 7.20670
11.12190, 7.20670,11.08490, 7.39260
11.08490, 7.39260,11.01240, 7.56760
11.01240, 7.56760,10.90720, 7.72520
10.90720, 7.72520,10.77320, 7.85920
10.77320, 7.85920,10.61560, 7.96440
10.61560, 7.96440,10.44060, 8.03690
10.44060, 8.03690,10.25470, 8.07390
10.25470, 8.07390,10.06520, 8.07390
10.06520, 8.07390, 9.87930, 8.03690
 9.87930, 8.03690, 9.70430, 7.96440
 9.70430, 7.96440, 9.54670, 7.85920
 9.54670, 7.85920, 9.41270, 7.72520
 9.41270, 7.72520, 9.30750, 7.56760
 9.30750, 7.56760, 9.23500, 7.39260
 9.23500, 7.39260, 9.19800, 7.20670
 9.19800, 7.20670, 9.19800, 5.49320
 9.19800, 5.49320, 9.23500, 5.30730
 9.23500, 5.30730, 9.30750, 5.13230
 9.30750, 5.13230, 9.41270, 4.97470
 9.41270, 4.97470, 9.54670, 4.84070
 9.54670, 4.84070, 9.70430, 4.73550
 9.70430, 4.73550, 9.75680, 4.71380
 9.75680, 4.71380, 9.75680, 4.03990
 9.75680, 4.03990, 9.47010, 4.03990
 9.47010, 4.03990, 9.39670, 4.00950
 9.39670, 4.00950, 9.34040, 3.95320
 9.34040, 3.95320, 9.31000, 3.87980
 9.31000, 3.87980, 9.31000, 3.10010
 9.31000, 3.10010, 9.34040, 3.02670
 9.34040, 3.02670, 9.39670, 2.97040
 9.39670, 2.97040, 9.47010, 2.94000
 4.39010, 1.04000, 5.76980, 1.04000
 5.76980, 1.04000, 5.84320, 1.07040
 5.84320, 1.07040, 5.89950, 1.12670
 5.89950, 1.12670, 5.92990, 1.20010
 5.92990, 1.20010, 5.92990, 1.97980
 5.92990, 1.97980, 5.89950, 2.05320
 5.89950, 2.05320, 5.84320, 2.10950
 5.84320, 2.10950, 5.76980, 2.13990
 5.76980, 2.13990, 4.39010, 2.13990
 4.39010, 2.13990, 4.31670, 2.10950
 4.31670, 2.10950, 4.26040, 2.05320
 4.26040, 2.05320, 4.23560, 1.99310
 4.23560, 1.99310, 3.38430, 1.99310
 3.38430, 1.99310, 3.35950, 2.05320
 3.35950, 2.05320, 3.30320, 2.10950
 3.30320, 2.10950, 3.22980, 2.13990
